0,0,0,0,0,0,0,0.20598,0,0,0,0,0.53998,0,0,0,0,0,0,0,0,0.78018,0,0,0.32881,0,0,0.15185,0,0,0,0
0,0,0,0,0,0.5386,0,0,0,0,0.55903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20603,0,0.53087,0.96442,0,0
0,0,0,0,0,0.69516,0,0,0,0,0,0,0,0,0,0.10401,0,0,0,0,0,0,0,0,0,0.86693,0.086667,0,0.091499,0,0.79783,0.059403
0,0,0,0,0.48957,0,0.27029,0,0,0.30131,0,0,0,0,0,0,0,0.99539,0.63107,0.82581,0.5261,0,0,0,0,0,0.77193,0,0.40532,0.43248,0,0
0,0,0,0.48957,0,0,0,0.94793,0.063405,0,0.8541,0,0,0.8182,0,0,0,0,0,0.3381,0,0,0,0,0,0,0,0,0.10485,0,0.4876,0.31581
0,0.5386,0.69516,0,0,0,0,0,0.86044,0,0,0,0.70692,0,0,0.74555,0.24249,0,0,0,0.72971,0,0,0,0.65381,0,0,0,0,0,0.76896,0
0,0,0,0.27029,0,0,0,0,0,0,0.34788,0,0,0,0,0,0.053754,0,0.089892,0,0,0,0.54954,0.94301,0,0,0,0,0,0.69475,0.39601,0
0.20598,0,0,0,0.94793,0,0,0,0,0,0,0,0.99949,0,0.17567,0,0.44172,0,0,0,0,0,0,0,0,0,0.20567,0,0,0,0,0
0,0,0,0,0.063405,0.86044,0,0,0,0.29553,0.44603,0,0.28785,0,0,0,0.013283,0.33209,0,0,0,0,0,0,0.74913,0,0,0,0,0,0,0
0,0,0,0.30131,0,0,0,0,0.29553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086235,0,0,0,0.7581,0.27294,0
0,0.55903,0,0,0.8541,0,0.34788,0,0.44603,0,0,0,0,0,0.20895,0,0.89719,0,0,0,0,0,0,0,0,0,0,0,0.11228,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080862,0,0,0,0.48523,0,0,0.36644,0,0,0,0,0,0
0.53998,0,0,0,0,0.70692,0,0.99949,0.28785,0,0,0,0,0.10022,0,0,0,0,0,0,0,0.33758,0,0,0,0.3692,0,0,0.78443,0.43264,0,0
0,0,0,0,0.8182,0,0,0,0,0,0,0,0.10022,0,0,0.73627,0,0.29735,0.77724,0.29397,0.70725,0.60787,0.89048,0,0.58319,0,0,0,0,0,0.037235,0
0,0,0,0,0,0,0,0.17567,0,0,0.20895,0,0,0,0,0,0,0,0.90513,0,0,0.74125,0,0.68372,0,0,0,0.78193,0,0,0.67329,0
0,0,0.10401,0,0,0.74555,0,0,0,0,0,0,0,0.73627,0,0,0,0,0.53377,0,0,0,0,0,0,0.68503,0.38827,0,0,0,0,0
0,0,0,0,0,0.24249,0.053754,0.44172,0.013283,0,0.89719,0,0,0,0,0,0,0.062045,0,0.74631,0.78138,0,0,0,0.74003,0,0,0,0,0,0.42956,0.77272
0,0,0,0.99539,0,0,0,0,0.33209,0,0,0,0,0.29735,0,0,0.062045,0,0,0,0,0,0,0.13208,0,0,0,0,0,0,0.45174,0
0,0,0,0.63107,0,0,0.089892,0,0,0,0,0.080862,0,0.77724,0.90513,0.53377,0,0,0,0,0,0,0.79896,0,0,0,0.55178,0,0.29157,0,0,0
0,0,0,0.82581,0.3381,0,0,0,0,0,0,0,0,0.29397,0,0,0.74631,0,0,0,0,0,0,0,0.23483,0,0,0,0,0,0,0
0,0,0,0.5261,0,0.72971,0,0,0,0,0,0,0,0.70725,0,0,0.78138,0,0,0,0,0,0.73434,0,0,0.59794,0.22895,0.10061,0,0,0,0
0.78018,0,0,0,0,0,0,0,0,0,0,0,0.33758,0.60787,0.74125,0,0,0,0,0,0,0,0.051332,0.72272,0,0,0,0.29407,0,0.6555,0.60986,0
0,0,0,0,0,0,0.54954,0,0,0,0,0.48523,0,0.89048,0,0,0,0,0.79896,0,0.73434,0.051332,0,0,0,0,0,0,0,0.10976,0,0.69643
0,0,0,0,0,0,0.94301,0,0,0,0,0,0,0,0.68372,0,0,0.13208,0,0,0,0.72272,0,0,0.73496,0,0,0,0.60353,0,0,0
0.32881,0,0,0,0,0.65381,0,0,0.74913,0,0,0,0,0.58319,0,0,0.74003,0,0,0.23483,0,0,0,0.73496,0,0,0,0,0,0.93376,0,0
0,0,0.86693,0,0,0,0,0,0,0.086235,0,0.36644,0.3692,0,0,0.68503,0,0,0,0,0.59794,0,0,0,0,0,0,0,0,0,0,0.12533
0,0.20603,0.086667,0.77193,0,0,0,0.20567,0,0,0,0,0,0,0,0.38827,0,0,0.55178,0,0.22895,0,0,0,0,0,0,0,0,0.18746,0,0
0.15185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78193,0,0,0,0,0,0.10061,0.29407,0,0,0,0,0,0,0,0,0,0
0,0.53087,0.091499,0.40532,0.10485,0,0,0,0,0,0.11228,0,0.78443,0,0,0,0,0,0.29157,0,0,0,0,0.60353,0,0,0,0,0,0.26618,0,0
0,0.96442,0,0.43248,0,0,0.69475,0,0,0.7581,0,0,0.43264,0,0,0,0,0,0,0,0,0.6555,0.10976,0,0.93376,0,0.18746,0,0.26618,0,0,0
0,0,0.79783,0,0.4876,0.76896,0.39601,0,0,0.27294,0,0,0,0.037235,0.67329,0,0.42956,0.45174,0,0,0,0.60986,0,0,0,0,0,0,0,0,0,0
0,0,0.059403,0,0.31581,0,0,0,0,0,0,0,0,0,0,0,0.77272,0,0,0,0,0,0.69643,0,0,0.12533,0,0,0,0,0,0
